subtype_id,subtype_label,pathway,mean_score,overall_mean,fold_change,effect_size,p_value,q_value,significant
2,subtype_2,HALLMARK_CHOLESTEROL_HOMEOSTASIS,-1.2833,-0.0,5173150904369187.0,-1.9785,0.0,0.0,True
2,subtype_2,HALLMARK_HYPOXIA,-1.2179,-0.0,4229772563924060.5,-1.8252,0.0,0.0,True
2,subtype_2,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-1.1936,0.0,-2694533459262187.5,-1.7714,0.0,0.0,True
2,subtype_2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-1.1846,0.0,-2.2284877599074476e+16,-1.7519,0.0,0.0,True
2,subtype_2,HALLMARK_ALLOGRAFT_REJECTION,1.1824,0.0,1308397938340023.0,1.747,0.0,0.0,True
2,subtype_2,HALLMARK_COAGULATION,-1.1766,-0.0,2.2133539704951664e+16,-1.7346,0.0,0.0,True
2,subtype_2,HALLMARK_XENOBIOTIC_METABOLISM,-1.1446,0.0,-1485030277550969.2,-1.6675,0.0,0.0,True
2,subtype_2,HALLMARK_GLYCOLYSIS,-1.0767,0.0,-1.2153311369117061e+17,-1.5322,0.0,0.0,True
2,subtype_2,HALLMARK_ANGIOGENESIS,-1.0541,0.0,-2586592544148734.5,-1.4892,0.0,0.0,True
2,subtype_2,HALLMARK_MYC_TARGETS_V2,1.0399,0.0,3.353540233629486e+16,1.4625,0.0,0.0,True
2,subtype_2,HALLMARK_ADIPOGENESIS,-0.9519,0.0,-1790639467563457.5,-1.3052,0.0,0.0,True
2,subtype_2,HALLMARK_DNA_REPAIR,0.9003,-0.0,-1510988105169914.2,1.2181,0.0,0.0,True
2,subtype_2,HALLMARK_MYC_TARGETS_V1,0.8629,0.0,804885617404603.2,1.1571,0.0,0.0,True
2,subtype_2,HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.8419,-0.0,730932597564621.8,-1.1235,0.0,0.0,True
2,subtype_2,HALLMARK_UV_RESPONSE_UP,-0.8316,0.0,-957770145508780.6,-1.1072,0.0,0.0,True
2,subtype_2,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.8311,-0.0,1218251335599060.0,-1.1064,0.0,0.0,True
2,subtype_2,HALLMARK_P53_PATHWAY,-0.827,-0.0,2363203670350158.0,-1.1,0.0,0.0,True
2,subtype_2,HALLMARK_MITOTIC_SPINDLE,-0.795,0.0,-1.2818614990976136e+16,-1.0502,0.0,0.0,True
2,subtype_2,HALLMARK_MYOGENESIS,-0.7377,-0.0,5.55070640914995e+16,-0.9635,0.0,0.0,True
2,subtype_2,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.7229,0.0,7417891014262176.0,0.9416,0.0,0.0,True
2,subtype_2,HALLMARK_ESTROGEN_RESPONSE_LATE,-0.7206,-0.0,1685708207427795.2,-0.9382,0.0,0.0,True
2,subtype_2,HALLMARK_SPERMATOGENESIS,-0.6436,0.0,-1669859213229834.2,-0.8269,0.0,0.0,True
2,subtype_2,HALLMARK_PANCREAS_BETA_CELLS,0.6026,0.0,2894315387829051.0,0.7694,0.0,0.0,True
2,subtype_2,HALLMARK_KRAS_SIGNALING_UP,-0.5694,-0.0,1352954077009467.2,-0.7236,0.0,0.0,True
2,subtype_2,HALLMARK_APICAL_JUNCTION,-0.5686,-0.0,8022908558319362.0,-0.7226,0.0,0.0,True
2,subtype_2,HALLMARK_MTORC1_SIGNALING,-0.5569,-0.0,1337391342985506.0,-0.7065,0.0,0.0,True
2,subtype_2,HALLMARK_HEME_METABOLISM,-0.5548,0.0,-1605774328567289.5,-0.7037,0.0,0.0,True
2,subtype_2,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.5258,0.0,1.18703751570984e+16,0.6644,0.0,0.0,True
2,subtype_2,HALLMARK_BILE_ACID_METABOLISM,-0.4893,0.0,-1082841403395043.0,-0.6155,0.0,0.0,True
2,subtype_2,HALLMARK_HEDGEHOG_SIGNALING,-0.4885,-0.0,7115128914573296.0,-0.6145,0.0,0.0,True
2,subtype_2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.4759,0.0,2864873187153160.5,0.5978,0.0,0.0,True
2,subtype_2,HALLMARK_FATTY_ACID_METABOLISM,-0.4613,-0.0,454694019418717.56,-0.5784,0.0,0.0,True
2,subtype_2,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.4291,0.0,5381701499220060.0,0.5363,0.0,0.0,True
2,subtype_2,HALLMARK_ANDROGEN_RESPONSE,-0.4087,-0.0,379667801968649.2,-0.5098,0.0,0.0,True
2,subtype_2,HALLMARK_INFLAMMATORY_RESPONSE,-0.4005,-0.0,1063647474016915.2,-0.4992,0.0,0.0,True
2,subtype_2,HALLMARK_KRAS_SIGNALING_DN,-0.3793,-0.0,2378153264424540.0,-0.4718,0.0,0.0,True
2,subtype_2,HALLMARK_PROTEIN_SECRETION,-0.3342,0.0,-400189676237001.44,-0.4141,0.0,0.0,True
2,subtype_2,HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.3324,0.0,-395407267275603.5,-0.4118,0.0,0.0,True
2,subtype_2,HALLMARK_APOPTOSIS,-0.3285,-0.0,279805576010964.34,-0.4069,0.0,0.0,True
2,subtype_2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.2918,0.0,411707473376840.94,0.3605,0.0,0.0,True
2,subtype_2,HALLMARK_NOTCH_SIGNALING,0.286,-0.0,-7379619932589669.0,0.3533,0.0,0.0,True
2,subtype_2,HALLMARK_E2F_TARGETS,0.285,0.0,,0.352,0.0,0.0,True
2,subtype_2,HALLMARK_PEROXISOME,-0.2574,0.0,-812713920808991.5,-0.3174,0.0,0.0,True
2,subtype_2,HALLMARK_APICAL_SURFACE,0.1553,-0.0,-674088375747664.0,0.1905,0.0,0.0,True
2,subtype_2,HALLMARK_UV_RESPONSE_DN,-0.1462,0.0,-500054402636272.0,-0.1793,0.0,0.0,True
2,subtype_2,HALLMARK_G2M_CHECKPOINT,-0.1125,-0.0,8130110214070440.0,-0.1379,0.0,0.0,True
2,subtype_2,HALLMARK_TGF_BETA_SIGNALING,-0.104,-0.0,198992711864833.3,-0.1274,0.0,0.0,True
2,subtype_2,HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0873,-0.0,597416691252184.8,-0.107,0.0,0.0,True
2,subtype_2,HALLMARK_IL2_STAT5_SIGNALING,-0.0472,-0.0,152073356990679.6,-0.0577,0.565742,0.565742,False
2,subtype_2,HALLMARK_COMPLEMENT,-0.0469,0.0,-24806570610261.984,-0.0574,0.0,0.0,True
3,subtype_3,HALLMARK_KRAS_SIGNALING_DN,0.7227,-0.0,-4531642702121248.0,1.4142,0.0,0.0,True
3,subtype_3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.7058,0.0,-995787719069320.6,-1.3664,0.0,0.0,True
3,subtype_3,HALLMARK_MYC_TARGETS_V1,-0.6516,0.0,-607801460783694.6,-1.2222,0.0,0.0,True
3,subtype_3,HALLMARK_MYOGENESIS,0.644,-0.0,-4.845574051993728e+16,1.203,0.0,0.0,True
3,subtype_3,HALLMARK_E2F_TARGETS,-0.6437,0.0,,-1.2025,0.0,0.0,True
3,subtype_3,HALLMARK_PROTEIN_SECRETION,-0.5562,0.0,-666094760924977.2,-0.9967,0.0,0.0,True
3,subtype_3,HALLMARK_PEROXISOME,-0.5482,0.0,-1730815806896703.5,-0.9791,0.0,0.0,True
3,subtype_3,HALLMARK_APICAL_JUNCTION,0.5373,-0.0,-7580410079166278.0,0.9553,0.0,0.0,True
3,subtype_3,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.5183,0.0,-3120265291791229.5,-0.9148,0.0,0.0,True
3,subtype_3,HALLMARK_DNA_REPAIR,-0.5147,-0.0,863821133652595.0,-0.9071,0.0,0.0,True
3,subtype_3,HALLMARK_MTORC1_SIGNALING,-0.4741,-0.0,1138500233391528.0,-0.8235,0.0,0.0,True
3,subtype_3,HALLMARK_FATTY_ACID_METABOLISM,-0.4671,-0.0,460483628916482.8,-0.8095,0.0,0.0,True
3,subtype_3,HALLMARK_APICAL_SURFACE,0.4523,-0.0,-1963695077538081.8,0.7802,0.0,0.0,True
3,subtype_3,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.4443,0.0,8357436662363088.0,0.7643,0.0,0.0,True
3,subtype_3,HALLMARK_G2M_CHECKPOINT,-0.432,-0.0,3.120478023920586e+16,-0.7404,0.0,0.0,True
3,subtype_3,HALLMARK_COAGULATION,0.423,-0.0,-7958225778677533.0,0.7231,0.0,0.0,True
3,subtype_3,HALLMARK_BILE_ACID_METABOLISM,-0.4129,0.0,-913872388082671.0,-0.7038,0.0,0.0,True
3,subtype_3,HALLMARK_ANDROGEN_RESPONSE,-0.4079,-0.0,378914064428862.2,-0.6942,0.0,0.0,True
3,subtype_3,HALLMARK_HYPOXIA,0.4004,-0.0,-1390464916519137.0,0.68,0.0,0.0,True
3,subtype_3,HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3979,-0.0,-2721972666851983.0,0.6754,0.0,0.0,True
3,subtype_3,HALLMARK_PANCREAS_BETA_CELLS,-0.3948,0.0,-1896231413904457.5,-0.6695,0.0,0.0,True
3,subtype_3,HALLMARK_INFLAMMATORY_RESPONSE,0.3833,-0.0,-1017940198439465.9,0.6481,0.0,0.0,True
3,subtype_3,HALLMARK_APOPTOSIS,0.3758,-0.0,-320146166987489.94,0.6342,0.0,0.0,True
3,subtype_3,HALLMARK_KRAS_SIGNALING_UP,0.3755,-0.0,-892235343243839.5,0.6336,0.0,0.0,True
3,subtype_3,HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.3357,0.0,399396000643573.7,0.5612,0.0,0.0,True
3,subtype_3,HALLMARK_ADIPOGENESIS,-0.3291,0.0,-619024954958506.0,-0.5493,0.0,0.0,True
3,subtype_3,HALLMARK_HEME_METABOLISM,0.32,0.0,925996685389254.8,0.533,0.0,0.0,True
3,subtype_3,HALLMARK_ANGIOGENESIS,0.2876,0.0,705720384019048.2,0.4761,0.0,0.0,True
3,subtype_3,HALLMARK_P53_PATHWAY,0.2841,-0.0,-811878966929922.2,0.47,0.0,0.0,True
3,subtype_3,HALLMARK_MYC_TARGETS_V2,-0.282,0.0,-9093212384407728.0,-0.4663,0.0,0.0,True
3,subtype_3,HALLMARK_HEDGEHOG_SIGNALING,0.2787,-0.0,-4059486876588501.5,0.4606,0.0,0.0,True
3,subtype_3,HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.2588,-0.0,-224727469804177.22,0.4263,0.0,0.0,True
3,subtype_3,HALLMARK_INTERFERON_ALPHA_RESPONSE,0.2512,0.0,3149947386985581.0,0.4131,0.0,0.0,True
3,subtype_3,HALLMARK_SPERMATOGENESIS,-0.2418,0.0,-627348019030922.6,-0.3971,0.0,0.0,True
3,subtype_3,HALLMARK_UV_RESPONSE_UP,0.2353,0.0,270979369285168.8,0.386,0.0,0.0,True
3,subtype_3,HALLMARK_NOTCH_SIGNALING,0.2107,-0.0,-5436881884845276.0,0.3446,0.0,0.0,True
3,subtype_3,HALLMARK_INTERFERON_GAMMA_RESPONSE,0.2023,0.0,4566029538574832.0,0.3304,0.0,0.0,True
3,subtype_3,HALLMARK_IL6_JAK_STAT3_SIGNALING,0.1955,-0.0,-286509419178725.0,0.319,0.0,0.0,True
3,subtype_3,HALLMARK_GLYCOLYSIS,-0.193,0.0,-2.1788805275763188e+16,-0.3149,0.0,0.0,True
3,subtype_3,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.1762,0.0,1808069545358933.5,0.2869,0.0,0.0,True
3,subtype_3,HALLMARK_XENOBIOTIC_METABOLISM,0.1482,0.0,192316872675712.1,0.2407,0.0,0.0,True
3,subtype_3,HALLMARK_ALLOGRAFT_REJECTION,-0.1339,0.0,-148155911874761.94,-0.2171,0.0,0.0,True
3,subtype_3,HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1246,-0.0,-502134107768143.0,0.2018,0.0,0.0,True
3,subtype_3,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0851,0.0,192216634544938.38,0.1376,0.0,0.0,True
3,subtype_3,HALLMARK_UV_RESPONSE_DN,-0.0782,0.0,-267526536986627.0,-0.1264,0.0,0.0,True
3,subtype_3,HALLMARK_ESTROGEN_RESPONSE_LATE,0.0363,-0.0,-85004396954163.1,0.0586,0.0,0.0,True
3,subtype_3,HALLMARK_IL2_STAT5_SIGNALING,-0.0292,-0.0,94236860414024.16,-0.0471,0.565742,0.565742,False
3,subtype_3,HALLMARK_MITOTIC_SPINDLE,-0.0153,0.0,-246975971167444.1,-0.0247,0.0,0.0,True
3,subtype_3,HALLMARK_COMPLEMENT,-0.0056,0.0,-2943543160065.63,-0.009,0.0,0.0,True
3,subtype_3,HALLMARK_TGF_BETA_SIGNALING,-0.0027,-0.0,5196283697144.727,-0.0044,0.0,0.0,True
